area;"Under
18 years";"18 to 24
years";"25 to 34
years";"35 to 44
years";"45 to 54
years";"55 to 64
years";"65 to 74
years";"75 years
and over"
26100;24,8;13,4;15,0;12,4;12,8;10,2;6,5;5,0
26180;23,0;8,2;11,2;14,1;15,2;13,2;8,6;6,4
26300;30,3;13,3;16,4;12,5;12,6;8,5;4,2;2,2
26380;26,1;12,8;11,7;12,6;14,2;10,9;6,3;5,5
26420;22,1;10,3;14,1;13,1;13,8;12,0;7,2;7,3
26580;20,9;7,6;10,8;11,4;14,0;14,3;11,3;9,6
26620;25,4;10,3;13,6;12,9;14,9;11,1;6,7;5,1
26820;28,0;9,6;15,1;14,5;14,0;10,3;5,1;3,5
26900;21,5;9,2;12,4;13,0;14,4;13,4;8,9;7,3
26980;23,8;9,9;13,2;13,5;16,0;11,4;7,0;5,2
27060;32,3;8,4;14,5;11,5;12,6;10,1;5,8;4,8
27100;26,2;8,9;14,2;14,1;14,8;10,9;6,0;4,9
27140;20,6;19,4;16,3;11,5;12,0;10,4;5,2;4,7
27180;16,4;26,2;13,5;10,2;11,8;11,1;5,6;5,1
27260;23,2;9,3;11,6;13,2;15,6;12,9;7,4;6,7
27340;26,1;10,0;14,0;13,0;14,2;11,4;6,3;5,0
27500;23,9;11,7;12,3;12,3;14,3;12,0;7,3;6,1
27620;23,8;9,6;13,4;13,6;15,2;12,2;6,9;5,2
27740;25,3;23,0;16,3;10,5;10,2;7,3;4,5;3,0
27780;25,1;8,6;12,6;13,3;15,0;11,8;7,2;6,4
27860;23,6;9,7;13,1;13,3;15,3;12,4;6,8;5,9
27900;20,2;10,5;11,9;13,2;14,6;13,4;9,2;7,0
28020;19,7;9,3;10,5;12,0;15,3;14,4;8,8;10,0
28100;24,9;12,1;13,8;12,5;12,9;11,0;7,2;5,7
28140;25,7;9,9;12,9;12,3;13,8;11,5;7,6;6,4
28420;23,4;13,3;12,8;12,0;14,0;11,9;6,7;5,9
28660;25,3;10,2;12,5;12,5;14,3;11,8;7,0;6,4
28700;25,6;8,3;14,0;13,5;14,9;11,6;6,4;5,6
28740;29,4;9,4;14,1;12,6;13,2;11,0;5,8;4,5
28940;28,1;12,3;16,9;12,9;12,2;8,7;5,0;3,8
29020;20,6;7,6;10,7;13,4;15,2;14,3;10,3;7,9
29100;20,2;10,0;10,9;13,2;16,8;14,0;7,9;6,9
29140;21,9;10,1;12,6;13,2;14,6;12,9;8,2;6,5
29180;23,6;7,8;11,2;12,5;15,2;13,4;8,9;7,5
29340;21,6;14,3;12,5;11,4;14,2;12,1;6,8;7,1
29420;21,3;22,1;13,9;11,0;11,6;9,8;5,6;4,8
29460;24,9;11,8;14,9;12,6;14,4;10,9;5,9;4,6
29540;25,4;10,1;13,4;12,0;14,6;11,8;7,0;5,6
29620;20,6;6,8;9,1;10,0;14,3;15,7;14,1;9,2
29700;23,5;8,8;11,8;12,2;13,3;12,3;10,1;7,9
29740;24,8;9,7;11,7;12,2;14,5;11,9;7,4;7,6
29820;22,0;15,7;12,9;11,7;13,9;12,0;6,4;5,3
29940;35,2;10,9;14,0;13,7;10,9;7,4;4,4;3,4
30020;26,7;13,1;13,2;11,2;12,7;10,7;7,0;5,4
30140;25,0;9,2;15,1;14,8;13,6;11,0;6,9;4,4
30300;19,1;24,6;15,8;10,8;11,2;9,6;4,7;4,2
30340;25,1;13,6;16,5;12,3;13,0;9,3;5,7;4,5
30460;23,0;8,3;11,1;12,7;14,8;13,0;8,5;8,5
30620;21,7;9,3;11,6;11,2;14,3;13,4;9,5;9,0
30700;22,6;9,3;12,0;13,4;15,8;12,8;7,3;6,8
30780;22,7;12,0;15,1;13,6;14,1;11,3;6,2;4,9
30860;23,9;10,7;11,7;11,7;14,6;12,6;7,5;7,3
30980;23,1;14,6;15,1;12,0;13,0;11,0;5,7;5,4
31020;24,5;9,8;14,4;13,2;14,1;11,7;6,9;5,3
31100;32,0;16,3;16,4;10,2;9,5;7,4;4,4;3,8
31140;24,8;9,6;13,1;12,2;14,3;11,9;7,5;6,6
31180;24,1;8,2;11,4;12,3;14,7;13,8;8,6;6,8
31340;24,5;10,7;14,7;14,6;14,1;10,4;5,9;5,1
31420;24,0;8,6;13,4;13,5;15,3;12,4;7,0;5,8
31460;24,4;16,7;14,5;11,0;12,4;9,8;5,9;5,2
31540;21,2;12,6;10,7;12,0;14,8;13,0;8,6;7,1
31700;25,1;9,8;12,3;12,6;14,8;12,5;7,2;5,7
31740;28,4;10,5;13,6;12,7;12,8;10,5;6,5;4,9
31860;22,0;12,0;15,5;13,3;14,5;11,8;5,7;5,1
31900;23,5;8,6;12,3;14,4;17,1;12,4;6,4;5,5
32580;23,8;23,8;16,9;9,8;9,7;7,8;4,2;4,1
32780;20,4;20,3;13,8;10,3;12,5;10,8;5,8;6,1
32820;22,5;8,4;11,9;12,6;15,0;13,3;8,5;7,8
32900;34,7;10,7;14,0;13,2;10,3;7,8;5,1;4,2
33100;21,8;8,6;11,5;11,4;14,2;14,9;9,3;8,4
33140;26,6;9,7;13,7;13,6;14,4;11,4;6,0;4,6
33260;31,5;11,9;13,7;12,5;12,1;8,9;5,2;4,2
33340;21,7;9,0;12,8;14,2;14,9;11,5;8,0;8,0
33460;22,8;8,4;12,9;13,2;15,3;13,3;7,7;6,5
33540;27,4;10,0;14,4;11,9;14,4;10,8;5,6;5,4
33660;24,6;9,7;13,5;12,9;15,0;11,8;6,2;6,3
33700;25,0;9,1;14,6;13,9;15,5;11,3;5,7;4,9
33740;20,0;15,0;15,9;11,6;13,5;12,7;6,4;5,0
33780;25,1;10,0;13,0;12,4;14,5;12,1;7,3;5,7
33860;28,6;10,5;13,6;13,0;13,5;10,1;5,8;4,9
34060;25,8;11,0;13,3;12,1;13,5;11,4;7,0;5,9
34100;24,1;8,4;10,9;13,3;16,6;13,3;7,3;6,1
34580;24,6;10,4;13,6;13,5;14,4;11,4;6,8;5,2
34620;16,8;21,7;14,6;11,5;12,4;11,4;6,4;5,2
34740;22,8;8,7;11,2;13,6;14,5;13,2;9,7;6,3
34820;23,7;8,2;12,1;11,8;14,1;13,9;8,8;7,4
34900;20,0;19,2;10,9;11,0;12,7;11,4;7,8;6,8
34940;24,8;9,0;12,4;12,4;15,2;12,6;7,1;6,4
34980;20,1;9,7;12,6;12,4;13,8;14,3;10,5;6,6
35300;23,1;8,8;12,3;13,1;14,6;13,1;7,7;7,4
35380;19,5;6,9;10,1;11,1;12,7;13,4;14,4;12,1
35620;24,4;9,8;14,7;14,4;14,7;11,2;6,1;4,6
35660;22,4;9,9;12,5;13,2;15,4;12,2;7,0;7,3
35840;23,4;9,9;14,2;12,8;15,1;12,5;6,7;5,4
35980;22,8;9,4;14,2;14,1;14,8;11,5;6,8;6,3
36100;23,4;8,5;11,0;12,2;15,3;13,3;8,5;7,8
36140;17,9;6,4;9,1;10,7;13,6;14,7;13,9;13,7
36220;21,7;9,8;11,9;13,2;16,3;12,8;7,4;6,8
36260;19,4;7,2;9,6;10,8;13,4;13,9;14,2;11,5
36420;18,9;8,0;9,4;10,6;15,8;15,7;11,3;10,2
36500;29,0;11,2;14,4;12,0;13,3;10,0;5,6;4,6
36540;32,5;9,9;15,6;12,2;11,8;8,9;4,9;4,1
36740;25,0;10,8;14,7;12,6;13,9;11,3;6,5;5,2
36780;23,0;9,1;13,5;13,1;14,7;13,6;7,2;5,7
36980;26,3;9,5;14,7;13,1;14,2;11,1;5,9;5,2
37100;23,4;11,0;13,9;14,0;14,4;11,0;6,9;5,5
37340;21,6;11,9;13,1;12,8;15,3;11,8;6,7;6,7
37380;24,4;8,4;12,2;12,7;15,0;12,6;7,9;6,9
37460;25,7;9,9;12,8;13,5;15,0;11,4;6,2;5,5
37620;19,8;7,9;10,1;11,4;16,7;13,7;10,6;9,8
37700;19,9;6,3;9,4;11,2;13,2;15,5;14,2;10,3
37860;22,0;9,5;13,1;12,8;15,7;12,4;8,1;6,4
37900;21,4;8,0;11,1;12,6;15,6;14,1;9,5;7,5
37980;25,7;8,8;12,8;13,4;15,0;11,9;7,6;4,9
38060;22,4;11,4;12,6;12,2;15,2;12,3;7,9;6,0
38220;24,0;8,9;12,8;12,4;14,3;12,7;7,6;7,3
38300;23,3;10,1;12,9;13,2;15,3;11,9;6,8;6,5
38340;26,4;9,7;14,3;13,7;13,1;10,5;6,9;5,4
38540;23,3;10,7;12,8;12,5;14,8;12,6;7,4;6,0
38860;20,2;9,1;11,6;12,3;15,8;13,8;8,3;9,0
38900;19,5;9,4;9,8;11,7;16,1;14,9;9,0;9,5
38940;27,7;11,9;15,0;11,0;12,0;11,1;6,1;5,1
39100;21,1;8,4;11,4;13,6;16,7;14,0;7,8;7,0
39140;23,7;8,7;15,1;14,6;14,3;12,3;6,2;5,1
39300;20,7;7,3;10,0;11,8;14,5;13,2;11,5;11,0
39340;25,0;10,3;10,9;13,7;16,2;11,8;6,5;5,6
39380;19,1;7,1;8,8;9,7;14,1;17,2;13,7;10,4
39460;21,6;10,8;12,0;13,4;15,5;12,4;7,1;7,3
39540;35,3;15,6;17,0;10,9;8,4;6,2;3,6;2,9
39580;24,5;9,4;11,9;11,9;14,1;13,0;7,9;7,4
39660;14,3;5,4;7,0;8,8;13,3;17,1;18,1;16,0
39740;24,8;8,1;12,2;13,2;16,3;12,3;6,9;6,3
39820;26,2;9,3;14,6;16,2;14,6;10,2;5,3;3,7
39900;24,7;9,7;13,7;11,5;14,7;12,5;7,0;6,2
40060;23,9;10,0;11,2;13,1;15,2;12,1;7,2;7,3
40140;22,4;9,0;11,3;11,0;15,0;14,4;9,3;7,6
40220;23,5;10,6;13,3;13,1;14,6;12,7;7,3;4,9
40340;23,3;9,8;13,1;13,7;15,4;12,4;6,7;5,4
40380;28,8;10,9;13,4;13,4;13,5;9,7;5,8;4,6
40420;21,5;8,3;11,2;13,0;15,5;14,2;8,7;7,6
40580;25,4;7,6;14,4;12,7;15,4;11,4;6,9;6,1
40660;22,6;10,8;11,6;12,6;15,6;12,7;7,2;6,9
40900;25,5;8,4;12,2;13,4;14,9;12,1;7,2;6,2
40980;24,2;8,4;11,5;12,9;15,3;13,6;7,9;6,2
41060;24,3;10,3;12,1;13,0;13,9;12,0;7,7;6,5
41100;24,9;10,3;13,6;13,2;14,5;11,5;6,4;5,6
41140;23,4;10,6;11,0;12,0;14,7;13,0;8,0;7,3
41180;23,5;14,6;13,7;11,8;13,9;10,6;6,0;6,0
41420;30,2;9,7;13,0;10,0;9,7;10,1;9,3;8,0
41500;22,9;10,3;13,1;12,5;14,9;11,8;7,4;7,0
41540;23,8;9,2;13,1;12,9;15,5;12,1;7,0;6,4
41620;26,0;10,2;13,3;12,3;13,0;12,0;7,0;6,3
41660;26,7;11,1;15,0;13,2;12,8;10,4;5,5;5,2
41700;21,2;15,6;12,2;11,7;14,2;11,8;7,1;6,1
41740;29,4;10,4;16,9;13,2;12,1;9,3;4,8;3,8
41780;23,5;13,8;13,3;11,0;13,1;11,4;7,2;6,7
41860;26,9;10,4;13,9;13,4;13,7;10,7;6,1;4,9
41940;23,4;11,9;15,2;13,6;13,9;10,6;5,8;5,5
42020;22,2;7,4;10,3;12,0;15,9;14,8;9,1;8,2
42060;21,2;8,9;15,0;15,1;15,0;12,2;6,7;5,9
42100;24,3;8,9;15,1;15,6;14,8;10,4;6,0;5,1
42140;18,9;14,7;11,9;11,0;14,6;13,8;7,9;7,4
42220;23,1;14,9;13,6;11,9;13,0;10,6;6,3;6,5
42340;21,1;13,8;12,9;12,6;14,8;13,7;6,0;5,1
42540;21,0;7,4;11,5;12,6;15,5;16,8;9,3;5,8
42660;22,0;9,5;12,7;12,5;15,2;14,2;7,3;6,6
42680;24,1;11,9;14,8;12,7;13,7;11,2;6,5;5,1
43100;20,4;9,6;11,1;12,7;15,1;13,5;8,5;9,2
43300;22,8;9,3;15,2;14,8;15,2;11,8;5,9;4,9
43340;18,8;6,6;9,0;10,3;13,7;14,4;13,1;14,1
43580;23,9;7,7;12,0;13,0;16,1;12,7;7,3;7,3
43620;24,1;9,3;11,4;12,2;14,9;12,6;8,5;7,0
43780;24,9;9,8;14,0;12,1;14,0;11,9;7,1;6,1
43900;27,0;9,7;12,6;12,2;13,7;11,8;6,6;6,3
44060;26,0;9,1;15,6;13,1;14,2;10,8;5,6;5,5
44100;24,5;10,7;12,2;12,3;14,3;12,4;6,9;6,9
44140;24,4;9,8;11,9;13,7;14,4;12,4;7,8;5,7
44180;23,2;11,4;13,2;12,3;14,4;12,5;6,8;6,1
44220;23,7;8,3;12,7;12,5;15,5;13,3;7,3;6,6
44300;21,8;12,8;11,3;12,2;15,1;12,9;6,9;7,0
44600;23,2;11,8;13,4;12,3;13,9;11,5;7,4;6,5
44700;23,6;9,0;11,0;12,1;14,4;13,6;8,6;7,6
44940;15,9;28,9;12,2;10,4;11,6;9,7;5,9;5,3
45060;19,9;8,7;10,1;12,1;15,4;15,3;9,4;9,2
45220;29,3;10,4;13,3;13,2;13,4;10,0;5,6;4,8
45300;25,5;10,8;13,2;12,1;14,1;11,3;7,3;5,6
45460;22,9;11,7;11,5;12,4;15,6;12,3;7,0;6,8
45500;20,4;18,9;14,1;11,7;13,1;11,5;6,0;4,4
45780;21,2;8,6;12,1;13,1;14,9;12,7;9,0;8,3
45820;21,9;11,9;12,7;12,7;14,2;12,3;7,5;6,7
45940;24,3;8,8;13,4;13,1;14,2;12,1;7,7;6,4
46060;23,5;11,5;12,1;12,3;14,7;12,6;6,9;6,5
46140;24,9;8,1;12,3;11,8;14,9;13,1;7,7;7,0
46220;22,6;10,9;12,8;14,1;15,2;11,7;6,4;6,2
46340;23,0;11,0;12,9;11,8;13,4;12,5;8,3;7,1
46540;25,5;9,1;13,4;12,9;14,3;11,8;7,1;5,7
46660;21,8;18,4;13,1;11,6;12,6;11,1;6,1;5,2
46700;25,7;10,8;12,8;12,2;13,1;11,3;7,6;6,6
47020;21,9;9,8;11,1;12,3;15,4;13,0;8,0;8,3
47220;24,9;15,6;14,1;12,2;12,7;10,0;6,1;4,4
47260;24,6;9,8;13,3;13,2;15,5;12,4;6,3;5,0
47300;26,4;8,7;12,2;11,8;14,4;12,4;7,6;6,5
47380;24,0;9,5;14,4;14,1;14,2;11,1;6,7;5,9
47580;23,6;11,9;14,1;12,8;15,0;11,1;6,4;5,1
47900;32,6;10,7;14,0;12,4;11,8;9,1;5,2;4,3
47940;25,4;14,3;12,9;11,4;12,9;10,7;6,5;6,0
48140;26,8;9,5;14,3;13,5;15,2;10,3;6,0;4,4
48300;23,9;9,2;15,3;15,1;15,3;11,2;5,7;4,3
48540;22,0;14,4;12,6;10,9;13,0;12,3;7,3;7,4
48620;24,5;7,8;12,2;13,2;15,6;12,4;7,2;6,9
48660;25,7;8,5;11,8;11,8;14,3;12,9;8,0;7,0
48700;19,7;8,9;11,1;12,0;15,4;15,0;8,9;9,0
48900;27,0;9,5;13,6;12,3;14,4;11,3;6,1;5,9
49020;23,2;13,2;13,4;11,5;14,1;11,0;7,1;6,5
49180;20,9;11,0;11,0;12,1;15,3;13,2;8,1;8,3
49340;20,0;9,9;12,9;12,7;13,8;14,3;9,8;6,5
49420;24,0;8,7;12,2;13,8;15,4;12,3;7,8;5,9
49620;24,0;9,2;12,1;13,6;14,9;12,3;7,6;6,3
49660;23,4;9,6;11,6;14,2;16,4;12,0;6,4;6,3
49700;30,4;9,9;13,1;12,1;12,5;10,4;6,2;5,3
49740;23,5;8,3;11,6;13,9;15,9;12,8;7,5;6,5
10020;21,8;8,4;10,5;12,0;15,3;14,1;8,7;9,2
10100;28,2;10,0;13,8;12,5;13,4;10,6;6,4;5,1
10140;28,2;10,8;12,4;11,7;11,5;9,7;8,9;6,8
10220;26,7;8,7;13,0;12,5;15,0;11,2;7,0;6,0
10300;23,3;10,2;12,1;10,9;14,6;12,3;7,6;9,0
10460;21,6;8,6;11,8;11,8;14,9;15,0;9,4;6,8
10540;23,4;13,1;12,8;11,1;13,3;11,5;8,0;6,8
10620;23,2;9,5;11,0;13,0;15,3;13,5;7,9;6,7
10660;25,0;10,4;13,0;11,2;13,7;11,8;8,6;6,4
10700;24,1;8,5;12,3;12,1;14,0;13,5;8,5;6,9
10760;22,7;9,2;11,0;13,5;14,9;13,1;8,8;6,9
10820;22,0;7,2;10,7;11,2;15,3;13,5;9,7;10,5
10860;25,0;8,8;12,2;13,1;14,0;12,0;8,6;6,3
10880;21,8;7,9;10,4;12,9;15,2;14,6;9,9;7,3
10940;21,9;8,1;11,5;10,7;14,8;13,4;10,1;9,6
10980;28,8;9,4;12,0;11,9;13,4;11,5;7,2;5,9
11060;26,2;7,7;11,0;13,2;16,3;12,7;7,3;5,7
11140;21,5;11,3;12,7;13,1;14,8;11,7;7,6;7,2
11220;20,9;7,4;9,9;10,9;17,0;14,5;10,1;9,4
11380;26,1;10,7;13,6;12,1;13,4;11,0;7,1;5,8
11420;25,9;12,6;12,3;12,2;12,9;11,5;7,2;5,5
11580;23,5;8,2;11,4;12,2;14,7;13,4;7,5;9,1
11620;29,2;9,6;13,3;12,0;14,6;10,1;6,1;5,2
11660;22,9;10,5;10,2;12,6;14,9;13,9;8,8;6,1
11740;22,5;10,6;13,2;12,0;12,5;11,4;10,2;7,6
11780;25,5;7,6;12,4;12,3;14,4;12,5;8,5;6,8
11820;19,5;21,5;10,3;10,3;12,6;11,0;7,7;7,2
11860;23,9;10,3;11,1;11,9;14,3;12,7;8,5;7,3
11900;23,7;7,9;10,9;12,9;15,6;13,4;8,3;7,3
